id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces
21369,City Hotel,53,2017,March,11,13,1,4,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,205.0,,0,Transient,65.0,0
21370,Resort Hotel,4,2017,April,15,14,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient,161.0,0
21371,City Hotel,276,2015,July,30,20,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0
21372,Resort Hotel,168,2017,August,33,17,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,314.0,,0,Transient,176.0,0
21373,Resort Hotel,4,2015,November,48,27,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient-Party,98.0,1
21374,Resort Hotel,14,2017,May,21,26,1,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,134.0,1
21375,Resort Hotel,16,2017,February,7,17,1,2,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,498.0,0,Transient-Party,40.0,0
21376,Resort Hotel,60,2016,December,53,26,1,0,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,2,E,E,0,No Deposit,241.0,,0,Transient,43.65,0
21377,City Hotel,23,2016,September,38,11,2,0,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,84.7,0
21378,City Hotel,29,2017,June,23,7,0,2,3,1.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,83.0,,0,Transient,139.4,0
21379,Resort Hotel,26,2017,February,8,25,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,64.96,1
21380,City Hotel,2,2016,October,43,19,0,3,3,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,198.28,0
21381,Resort Hotel,51,2015,October,43,23,2,5,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,119.43,1
21382,Resort Hotel,336,2016,September,38,15,1,3,1,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,2,No Deposit,,223.0,0,Transient-Party,60.0,0
21383,Resort Hotel,104,2016,May,21,17,2,7,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,61.2,0
21384,City Hotel,312,2017,July,28,9,2,1,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,103.5,0
21385,City Hotel,109,2017,June,25,22,2,5,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,162.0,0
21386,City Hotel,50,2016,November,47,18,1,2,1,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.4,0
21387,City Hotel,20,2017,July,27,7,1,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,140.0,0
21388,Resort Hotel,10,2016,December,51,15,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,38.4,0
21389,City Hotel,79,2016,April,18,28,1,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,125.38,0
21390,City Hotel,295,2016,April,18,28,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
21391,City Hotel,295,2015,August,32,8,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0
21392,City Hotel,198,2016,May,21,20,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,98,Transient-Party,65.0,0
21393,Resort Hotel,17,2017,August,32,6,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240.0,,0,Transient-Party,199.0,0
21394,City Hotel,69,2016,July,29,16,2,2,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0
21395,City Hotel,92,2017,April,14,7,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,117.0,0
21396,City Hotel,77,2016,February,9,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0
21397,City Hotel,99,2017,May,21,23,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,99.0,0
21398,City Hotel,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0
21399,Resort Hotel,41,2017,March,11,18,2,6,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242.0,,0,Transient,67.0,1
21400,City Hotel,6,2016,November,46,7,1,0,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,197.0,0
21401,City Hotel,101,2016,April,18,26,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,35.0,,0,Transient-Party,74.0,0
21402,City Hotel,64,2016,June,26,19,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0
21403,City Hotel,40,2015,December,53,31,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,118.0,0
21404,City Hotel,5,2017,April,17,26,0,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,230.0,0
21405,City Hotel,109,2016,September,37,7,0,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0
21406,City Hotel,14,2017,July,30,24,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0
21407,Resort Hotel,345,2017,May,21,26,2,2,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,92.4,0
21408,City Hotel,133,2017,May,19,8,1,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0
21409,City Hotel,42,2016,March,12,18,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,182.7,0
21410,City Hotel,20,2016,June,27,28,0,3,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,76.5,0
21411,City Hotel,0,2015,September,36,3,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,155.0,0
21412,City Hotel,335,2016,October,42,13,0,3,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,80.0,0
21413,City Hotel,1,2016,August,34,16,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,168.5,0
21414,City Hotel,0,2016,April,16,16,0,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,99.0,0
21415,City Hotel,44,2016,October,41,5,0,1,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9.0,,0,Transient,108.0,0
21416,City Hotel,49,2016,May,20,9,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0
21417,City Hotel,221,2016,June,24,10,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,15,Transient,80.0,0
21418,City Hotel,179,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,65.0,0
21419,Resort Hotel,241,2015,September,39,20,2,4,2,0.0,0,BB,PRT,Direct,Corporate,0,0,0,A,H,0,No Deposit,,246.0,0,Transient,74.0,0
21420,City Hotel,234,2016,September,38,12,2,5,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.04,0
21421,Resort Hotel,287,2015,October,42,15,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,0,0,A,E,1,No Deposit,,223.0,0,Transient-Party,44.5,0
21422,City Hotel,0,2017,February,8,21,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,67.5,0
21423,City Hotel,103,2015,July,29,18,2,1,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17.0,,0,Transient-Party,94.5,0
21424,Resort Hotel,1,2017,January,1,3,0,3,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,43.0,0
21425,City Hotel,85,2016,June,27,26,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.3,0
21426,City Hotel,72,2015,September,38,18,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,108.0,0
21427,City Hotel,21,2017,June,24,12,1,1,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,4,No Deposit,9.0,,0,Transient,109.0,0
21428,Resort Hotel,3,2016,March,14,28,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,74.0,1
21429,City Hotel,55,2016,April,15,6,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0
21430,Resort Hotel,146,2016,August,32,1,3,6,3,0.0,0,HB,GBR,Direct,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,234.7,0
21431,City Hotel,101,2017,May,19,12,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.0,0
21432,Resort Hotel,99,2016,December,53,30,2,3,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,165.08,0
21433,City Hotel,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0
21434,City Hotel,1,2016,March,13,20,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,103.5,0
21435,City Hotel,420,2017,May,20,20,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0
21436,City Hotel,139,2016,June,25,13,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.9,0
21437,City Hotel,260,2015,September,38,18,0,2,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6.0,,0,Transient-Party,80.0,0
21438,City Hotel,587,2017,February,7,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
21439,City Hotel,104,2015,August,36,30,2,1,2,0.0,0,HB,ESP,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,90.0,0
21440,Resort Hotel,177,2015,July,31,29,2,8,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Contract,125.1,0
21441,City Hotel,134,2017,February,8,25,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,30.0,,0,Transient-Party,75.0,0
21442,City Hotel,75,2015,September,38,19,2,2,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
21443,City Hotel,88,2016,May,19,3,0,3,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,3.0,,0,Transient-Party,96.0,0
21444,Resort Hotel,6,2016,December,51,13,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,,270.0,0,Transient,30.0,0
21445,City Hotel,229,2016,August,32,5,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,96.3,0
21446,City Hotel,31,2016,November,45,5,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,127.94,0
21447,City Hotel,41,2016,September,38,14,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient-Party,130.0,0
21448,City Hotel,9,2017,May,22,30,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,246.67,0
21449,City Hotel,14,2015,September,38,15,0,3,1,0.0,0,BB,BLR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,114.0,0
21450,City Hotel,60,2016,July,28,9,0,1,3,0.0,0,BB,COL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.1,0
21451,Resort Hotel,3,2017,January,1,7,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,330.0,,0,Transient-Party,44.0,0
21452,City Hotel,115,2016,July,31,26,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,94.5,0
21453,City Hotel,159,2017,May,18,6,2,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0
21454,Resort Hotel,1,2016,March,11,12,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,78.0,0
21455,Resort Hotel,61,2016,July,30,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,160.0,1
21456,Resort Hotel,77,2015,August,33,15,2,4,3,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,209.2,0
21457,City Hotel,68,2016,October,44,25,0,4,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,71.46,0
21458,City Hotel,475,2016,October,44,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0
21459,City Hotel,45,2016,August,33,7,2,0,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.9,0
21460,Resort Hotel,28,2016,May,23,29,2,5,2,0.0,0,HB,IRL,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient,148.07,0
21461,City Hotel,479,2017,July,29,18,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0
21462,City Hotel,8,2016,November,45,5,0,1,2,0.0,0,BB,CHN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,359.0,,0,Transient-Party,130.0,0
21463,City Hotel,55,2016,April,15,6,0,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,104.0,0
21464,City Hotel,130,2017,May,18,3,0,4,2,1.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,144.0,0
21465,Resort Hotel,60,2017,May,21,21,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,169.0,0,Transient-Party,50.0,0
21466,City Hotel,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0
21467,City Hotel,73,2016,November,47,17,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,102.6,0
21468,Resort Hotel,176,2017,August,34,24,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,104.85,0
21469,City Hotel,457,2016,October,43,21,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,B,1,Non Refund,1.0,,391,Transient,65.0,0
21470,City Hotel,241,2015,October,43,19,1,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0
21471,Resort Hotel,383,2016,October,41,6,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315.0,,0,Transient-Party,48.0,0
21472,Resort Hotel,37,2017,March,10,11,2,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,55.0,0
21473,City Hotel,0,2016,September,39,21,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,175.0,0
21474,Resort Hotel,62,2017,April,13,1,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,1
21475,Resort Hotel,202,2016,June,25,17,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0
21476,City Hotel,67,2017,May,18,2,0,3,1,0.0,0,BB,RUS,Groups,Corporate,0,0,0,A,A,1,No Deposit,,409.0,0,Transient-Party,110.0,0
21477,Resort Hotel,89,2016,April,17,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0
21478,Resort Hotel,75,2015,August,33,10,3,5,2,2.0,0,BB,ROU,Direct,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,169.0,0
21479,Resort Hotel,174,2016,June,26,21,2,9,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,143.0,,0,Transient,70.0,0
21480,City Hotel,276,2017,July,31,30,2,1,0,2.0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,93.64,0
21481,City Hotel,180,2016,October,42,10,1,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,234.0,,0,Transient-Party,120.0,0
21482,City Hotel,14,2016,February,9,24,0,3,3,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,118.0,0
21483,City Hotel,39,2017,April,16,21,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,147.86,0
21484,City Hotel,258,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31.0,,0,Transient,110.0,0
21485,City Hotel,0,2016,June,24,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,A,0,No Deposit,,174.0,0,Transient,95.0,0
21486,Resort Hotel,29,2015,September,36,4,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,123.0,1
21487,City Hotel,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,120.0,0
21488,Resort Hotel,54,2015,August,32,8,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0
21489,City Hotel,69,2015,September,37,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
21490,City Hotel,420,2016,September,36,3,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,35.0,,0,Transient,75.0,0
21491,City Hotel,5,2015,October,43,21,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,0.0,0
21492,City Hotel,142,2017,August,31,5,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138.0,,0,Transient,80.1,0
21493,Resort Hotel,28,2016,December,51,16,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,54.0,1
21494,City Hotel,101,2017,April,15,15,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,145.5,0
21495,City Hotel,286,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0
21496,City Hotel,308,2017,July,30,25,4,12,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0
21497,City Hotel,150,2017,June,24,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,120.0,0
21498,City Hotel,32,2017,February,8,20,1,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,75.0,0
21499,City Hotel,158,2016,May,22,24,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37.0,,31,Transient,130.0,0
21500,Resort Hotel,58,2016,November,47,18,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,37.8,0
21501,City Hotel,141,2015,September,39,20,1,0,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,90.0,0
21502,Resort Hotel,46,2016,March,11,11,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,375.0,,0,Transient-Party,25.0,0
21503,Resort Hotel,45,2017,August,35,31,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,174.0,0
21504,City Hotel,181,2017,April,15,15,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,130.5,0
21505,Resort Hotel,7,2016,September,38,17,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,155.0,0
21506,City Hotel,203,2016,September,37,5,1,3,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,,0,Transient,102.08,0
21507,Resort Hotel,66,2016,December,53,31,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient-Party,208.5,1
21508,City Hotel,41,2016,December,53,27,0,1,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,65.0,0
21509,City Hotel,58,2016,April,16,11,1,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0
21510,City Hotel,215,2016,November,48,21,1,2,1,0.0,0,BB,MKD,Groups,Corporate,0,0,0,A,D,2,No Deposit,,233.0,0,Transient,75.0,0
21511,City Hotel,10,2016,September,40,30,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,204.0,0
21512,Resort Hotel,118,2017,May,21,26,2,7,2,0.0,0,BB,FIN,Direct,Direct,0,0,0,D,D,2,No Deposit,250.0,,0,Transient,99.28,0
21513,City Hotel,13,2015,August,36,30,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,99.0,0
21514,City Hotel,6,2016,July,30,20,0,1,1,0.0,0,BB,ESP,Offline TA/TO,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,106.0,0
21515,Resort Hotel,20,2016,April,18,28,0,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,75.15,0
21516,City Hotel,74,2015,September,38,15,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,89.25,0
21517,Resort Hotel,275,2016,April,16,10,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,4,No Deposit,273.0,,0,Transient-Party,72.45,0
21518,City Hotel,107,2016,September,37,5,1,3,2,0.0,0,SC,VEN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,118.8,0
21519,Resort Hotel,12,2017,May,18,4,0,2,2,1.0,1,BB,ESP,Online TA,TA/TO,0,0,0,E,G,2,No Deposit,240.0,,0,Transient,140.0,0
21520,City Hotel,120,2017,May,19,11,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,89.1,0
21521,City Hotel,186,2017,August,33,14,2,5,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,78.44,0
21522,Resort Hotel,261,2016,October,41,6,0,2,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,D,D,0,No Deposit,251.0,,0,Transient-Party,87.0,0
21523,City Hotel,267,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,95.0,0
21524,Resort Hotel,102,2015,July,27,4,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,96.3,0
21525,Resort Hotel,245,2017,February,7,12,2,3,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,55.8,0
21526,City Hotel,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0
21527,City Hotel,129,2017,February,8,22,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,126.0,0
